,frame,pos_x,pos_y,id
2624,875.0,294,356,Burrow 2
2625,876.0,297,446,A
2626,876.0,946,180,Burrow 1
2627,876.0,294,356,Burrow 2
2628,877.0,297,446,A
2629,877.0,946,180,Burrow 1
2630,877.0,294,356,Burrow 2
2631,878.0,297,446,A
2632,878.0,946,180,Burrow 1
2633,878.0,294,356,Burrow 2
2634,879.0,297,446,A
2635,879.0,946,180,Burrow 1
2636,879.0,294,356,Burrow 2
2637,880.0,296,446,A
2638,880.0,946,180,Burrow 1
2639,880.0,294,356,Burrow 2
2640,881.0,296,446,A
2641,881.0,946,180,Burrow 1
2642,881.0,294,356,Burrow 2
2643,882.0,294,446,A
2644,882.0,946,180,Burrow 1
2645,882.0,294,356,Burrow 2
2646,883.0,293,446,A
2647,883.0,946,180,Burrow 1
2648,883.0,294,356,Burrow 2
2649,884.0,291,445,A
2650,884.0,946,180,Burrow 1
2651,884.0,294,356,Burrow 2
2652,885.0,290,445,A
2653,885.0,946,180,Burrow 1
2654,885.0,294,356,Burrow 2
2655,886.0,287,445,A
2656,886.0,946,180,Burrow 1
2657,886.0,294,356,Burrow 2
2658,887.0,284,444,A
2659,887.0,946,180,Burrow 1
2660,887.0,294,356,Burrow 2
2661,888.0,282,443,A
2662,888.0,946,180,Burrow 1
2663,888.0,294,356,Burrow 2
2664,889.0,279,443,A
2665,889.0,946,180,Burrow 1
2666,889.0,294,356,Burrow 2
2667,890.0,276,442,A
2668,890.0,946,180,Burrow 1
2669,890.0,294,356,Burrow 2
2670,891.0,273,441,A
2671,891.0,946,180,Burrow 1
2672,891.0,294,356,Burrow 2
2673,892.0,269,440,A
2674,892.0,946,180,Burrow 1
2675,892.0,294,356,Burrow 2
2676,893.0,267,440,A
2677,893.0,946,180,Burrow 1
2678,893.0,294,356,Burrow 2
2679,894.0,265,439,A
2680,894.0,946,180,Burrow 1
2681,894.0,294,356,Burrow 2
2682,895.0,263,438,A
2683,895.0,946,180,Burrow 1
2684,895.0,294,356,Burrow 2
2685,896.0,260,436,A
2686,896.0,946,180,Burrow 1
2687,896.0,294,356,Burrow 2
2688,897.0,257,435,A
2689,897.0,946,180,Burrow 1
2690,897.0,294,356,Burrow 2
2691,898.0,254,433,A
2692,898.0,946,180,Burrow 1
2693,898.0,294,356,Burrow 2
2694,899.0,252,431,A
2695,899.0,946,180,Burrow 1
2696,899.0,294,356,Burrow 2
2697,900.0,250,430,A
2698,900.0,946,180,Burrow 1
2699,900.0,294,356,Burrow 2
2700,901.0,249,429,A
2701,901.0,946,180,Burrow 1
2702,901.0,294,356,Burrow 2
2703,902.0,247,428,A
2704,902.0,946,180,Burrow 1
2705,902.0,294,356,Burrow 2
2706,903.0,246,427,A
2707,903.0,946,180,Burrow 1
2708,903.0,294,356,Burrow 2
2709,904.0,245,426,A
2710,904.0,946,180,Burrow 1
2711,904.0,294,356,Burrow 2
2712,905.0,244,426,A
2713,905.0,946,180,Burrow 1
2714,905.0,294,356,Burrow 2
2715,906.0,243,424,A
2716,906.0,946,180,Burrow 1
2717,906.0,294,356,Burrow 2
2718,907.0,241,424,A
2719,907.0,946,180,Burrow 1
2720,907.0,294,356,Burrow 2
2721,908.0,240,422,A
2722,908.0,946,180,Burrow 1
2723,908.0,294,356,Burrow 2
2724,909.0,238,421,A
2725,909.0,946,180,Burrow 1
2726,909.0,294,356,Burrow 2
2727,910.0,237,419,A
2728,910.0,946,180,Burrow 1
2729,910.0,294,356,Burrow 2
2730,911.0,235,418,A
2731,911.0,946,180,Burrow 1
2732,911.0,294,356,Burrow 2
2733,912.0,235,417,A
2734,912.0,946,180,Burrow 1
2735,912.0,294,356,Burrow 2
2736,913.0,234,416,A
2737,913.0,946,180,Burrow 1
2738,913.0,294,356,Burrow 2
2739,914.0,233,416,A
2740,914.0,946,180,Burrow 1
2741,914.0,294,356,Burrow 2
2742,915.0,233,416,A
2743,915.0,946,180,Burrow 1
2744,915.0,294,356,Burrow 2
2745,916.0,233,416,A
2746,916.0,946,180,Burrow 1
2747,916.0,294,356,Burrow 2
2748,917.0,233,415,A
2749,917.0,946,180,Burrow 1
2750,917.0,294,356,Burrow 2
2751,918.0,232,414,A
2752,918.0,946,180,Burrow 1
2753,918.0,294,356,Burrow 2
2754,919.0,232,414,A
2755,919.0,946,180,Burrow 1
2756,919.0,294,356,Burrow 2
2757,920.0,231,413,A
2758,920.0,946,180,Burrow 1
2759,920.0,294,356,Burrow 2
2760,921.0,230,412,A
2761,921.0,946,180,Burrow 1
2762,921.0,294,356,Burrow 2
2763,922.0,228,410,A
2764,922.0,946,180,Burrow 1
2765,922.0,294,356,Burrow 2
2766,923.0,227,409,A
2767,923.0,946,180,Burrow 1
2768,923.0,294,356,Burrow 2
2769,924.0,226,407,A
2770,924.0,946,180,Burrow 1
2771,924.0,294,356,Burrow 2
2772,925.0,225,405,A
2773,925.0,946,180,Burrow 1
2774,925.0,294,356,Burrow 2
2775,926.0,224,404,A
2776,926.0,946,180,Burrow 1
2777,926.0,294,356,Burrow 2
2778,927.0,222,402,A
2779,927.0,946,180,Burrow 1
2780,927.0,294,356,Burrow 2
2781,928.0,222,400,A
2782,928.0,946,180,Burrow 1
2783,928.0,294,356,Burrow 2
2784,929.0,221,399,A
2785,929.0,946,180,Burrow 1
2786,929.0,294,356,Burrow 2
2787,930.0,220,397,A
2788,930.0,946,180,Burrow 1
2789,930.0,294,356,Burrow 2
2790,931.0,219,396,A
2791,931.0,946,180,Burrow 1
2792,931.0,294,356,Burrow 2
2793,932.0,219,395,A
2794,932.0,946,180,Burrow 1
2795,932.0,294,356,Burrow 2
2796,933.0,218,394,A
2797,933.0,946,180,Burrow 1
2798,933.0,294,356,Burrow 2
2799,934.0,217,392,A
2800,934.0,946,180,Burrow 1
2801,934.0,294,356,Burrow 2
2802,935.0,217,391,A
2803,935.0,946,180,Burrow 1
2804,935.0,294,356,Burrow 2
2805,936.0,217,390,A
2806,936.0,946,180,Burrow 1
2807,936.0,294,356,Burrow 2
2808,937.0,216,389,A
2809,937.0,946,180,Burrow 1
2810,937.0,294,356,Burrow 2
2811,938.0,216,388,A
2812,938.0,946,180,Burrow 1
2813,938.0,294,356,Burrow 2
2814,939.0,215,387,A
2815,939.0,946,180,Burrow 1
2816,939.0,294,356,Burrow 2
2817,940.0,214,385,A
2818,940.0,946,180,Burrow 1
2819,940.0,294,356,Burrow 2
2820,941.0,214,383,A
2821,941.0,946,180,Burrow 1
2822,941.0,294,356,Burrow 2
2823,942.0,213,381,A
2824,942.0,946,180,Burrow 1
2825,942.0,294,356,Burrow 2
2826,943.0,212,379,A
2827,943.0,946,180,Burrow 1
2828,943.0,294,356,Burrow 2
2829,944.0,211,376,A
2830,944.0,946,180,Burrow 1
2831,944.0,294,356,Burrow 2
2832,945.0,211,374,A
2833,945.0,946,180,Burrow 1
2834,945.0,294,356,Burrow 2
2835,946.0,210,372,A
2836,946.0,946,180,Burrow 1
2837,946.0,294,356,Burrow 2
2838,947.0,209,370,A
2839,947.0,946,180,Burrow 1
2840,947.0,294,356,Burrow 2
2841,948.0,209,369,A
2842,948.0,946,180,Burrow 1
2843,948.0,294,356,Burrow 2
2844,949.0,209,368,A
2845,949.0,946,180,Burrow 1
2846,949.0,294,356,Burrow 2
2847,950.0,209,366,A
2848,950.0,946,180,Burrow 1
2849,950.0,294,356,Burrow 2
2850,951.0,208,363,A
2851,951.0,946,180,Burrow 1
2852,951.0,294,356,Burrow 2
2853,952.0,208,361,A
2854,952.0,946,180,Burrow 1
2855,952.0,294,356,Burrow 2
2856,953.0,207,358,A
2857,953.0,946,180,Burrow 1
2858,953.0,294,356,Burrow 2
2859,954.0,207,356,A
2860,954.0,946,180,Burrow 1
2861,954.0,294,356,Burrow 2
2862,955.0,207,354,A
2863,955.0,946,180,Burrow 1
2864,955.0,294,356,Burrow 2
2865,956.0,207,352,A
2866,956.0,946,180,Burrow 1
2867,956.0,294,356,Burrow 2
2868,957.0,206,351,A
2869,957.0,946,180,Burrow 1
2870,957.0,294,356,Burrow 2
2871,958.0,206,350,A
2872,958.0,946,180,Burrow 1
2873,958.0,294,356,Burrow 2
2874,959.0,206,348,A
2875,959.0,946,180,Burrow 1
2876,959.0,294,356,Burrow 2
2877,960.0,206,346,A
2878,960.0,946,180,Burrow 1
2879,960.0,294,356,Burrow 2
2880,961.0,206,344,A
2881,961.0,946,180,Burrow 1
2882,961.0,294,356,Burrow 2
2883,962.0,206,342,A
2884,962.0,946,180,Burrow 1
2885,962.0,294,356,Burrow 2
2886,963.0,206,341,A
2887,963.0,946,180,Burrow 1
2888,963.0,294,356,Burrow 2
2889,964.0,206,339,A
2890,964.0,946,180,Burrow 1
2891,964.0,294,356,Burrow 2
2892,965.0,207,338,A
2893,965.0,946,180,Burrow 1
2894,965.0,294,356,Burrow 2
2895,966.0,207,338,A
2896,966.0,946,180,Burrow 1
2897,966.0,294,356,Burrow 2
2898,967.0,207,338,A
2899,967.0,946,180,Burrow 1
2900,967.0,294,356,Burrow 2
2901,968.0,207,338,A
2902,968.0,946,180,Burrow 1
2903,968.0,294,356,Burrow 2
2904,969.0,207,338,A
2905,969.0,946,180,Burrow 1
2906,969.0,294,356,Burrow 2
2907,970.0,207,337,A
2908,970.0,946,180,Burrow 1
2909,970.0,294,356,Burrow 2
2910,971.0,207,338,A
2911,971.0,946,180,Burrow 1
2912,971.0,294,356,Burrow 2
2913,972.0,208,338,A
2914,972.0,946,180,Burrow 1
2915,972.0,294,356,Burrow 2
2916,973.0,208,337,A
2917,973.0,946,180,Burrow 1
2918,973.0,294,356,Burrow 2
2919,974.0,208,337,A
2920,974.0,946,180,Burrow 1
2921,974.0,294,356,Burrow 2
2922,975.0,208,336,A
2923,975.0,946,180,Burrow 1
2924,975.0,294,356,Burrow 2
2925,976.0,209,335,A
2926,976.0,946,180,Burrow 1
2927,976.0,294,356,Burrow 2
2928,977.0,209,334,A
2929,977.0,946,180,Burrow 1
2930,977.0,294,356,Burrow 2
2931,978.0,209,333,A
2932,978.0,946,180,Burrow 1
2933,978.0,294,356,Burrow 2
2934,979.0,210,333,A
2935,979.0,946,180,Burrow 1
2936,979.0,294,356,Burrow 2
2937,980.0,210,332,A
2938,980.0,946,180,Burrow 1
2939,980.0,294,356,Burrow 2
2940,981.0,210,331,A
2941,981.0,946,180,Burrow 1
2942,981.0,294,356,Burrow 2
2943,982.0,210,331,A
2944,982.0,946,180,Burrow 1
2945,982.0,294,356,Burrow 2
2946,983.0,210,330,A
2947,983.0,946,180,Burrow 1
2948,983.0,294,356,Burrow 2
2949,984.0,210,329,A
2950,984.0,946,180,Burrow 1
2951,984.0,294,356,Burrow 2
2952,985.0,210,329,A
2953,985.0,946,180,Burrow 1
2954,985.0,294,356,Burrow 2
2955,986.0,211,329,A
2956,986.0,946,180,Burrow 1
2957,986.0,294,356,Burrow 2
2958,987.0,211,329,A
2959,987.0,946,180,Burrow 1
2960,987.0,294,356,Burrow 2
2961,988.0,211,329,A
2962,988.0,946,180,Burrow 1
2963,988.0,294,356,Burrow 2
2964,989.0,211,328,A
2965,989.0,946,180,Burrow 1
2966,989.0,294,356,Burrow 2
2967,990.0,211,328,A
2968,990.0,946,180,Burrow 1
2969,990.0,294,356,Burrow 2
2970,991.0,211,328,A
2971,991.0,946,180,Burrow 1
2972,991.0,294,356,Burrow 2
2973,992.0,211,328,A
2974,992.0,946,180,Burrow 1
2975,992.0,294,356,Burrow 2
2976,993.0,211,328,A
2977,993.0,946,180,Burrow 1
2978,993.0,294,356,Burrow 2
2979,994.0,211,328,A
2980,994.0,946,180,Burrow 1
2981,994.0,294,356,Burrow 2
2982,995.0,211,328,A
2983,995.0,946,180,Burrow 1
2984,995.0,294,356,Burrow 2
2985,996.0,211,328,A
2986,996.0,946,180,Burrow 1
2987,996.0,294,356,Burrow 2
2988,997.0,211,328,A
2989,997.0,946,180,Burrow 1
2990,997.0,294,356,Burrow 2
2991,998.0,211,328,A
2992,998.0,946,180,Burrow 1
2993,998.0,294,356,Burrow 2
2994,999.0,211,328,A
2995,999.0,946,180,Burrow 1
2996,999.0,294,356,Burrow 2
2997,1000.0,211,328,A
2998,1000.0,946,180,Burrow 1
2999,1000.0,294,356,Burrow 2
3000,1001.0,211,328,A
3001,1001.0,946,180,Burrow 1
3002,1001.0,294,356,Burrow 2
3003,1002.0,211,328,A
3004,1002.0,946,180,Burrow 1
3005,1002.0,294,356,Burrow 2
3006,1003.0,211,328,A
3007,1003.0,946,180,Burrow 1
3008,1003.0,294,356,Burrow 2
3009,1004.0,211,328,A
3010,1004.0,946,180,Burrow 1
3011,1004.0,294,356,Burrow 2
3012,1005.0,211,328,A
3013,1005.0,946,180,Burrow 1
3014,1005.0,294,356,Burrow 2
3015,1006.0,211,328,A
3016,1006.0,946,180,Burrow 1
3017,1006.0,294,356,Burrow 2
3018,1007.0,211,328,A
3019,1007.0,946,180,Burrow 1
3020,1007.0,294,356,Burrow 2
3021,1008.0,211,328,A
3022,1008.0,946,180,Burrow 1
3023,1008.0,294,356,Burrow 2
3024,1009.0,211,328,A
3025,1009.0,946,180,Burrow 1
3026,1009.0,294,356,Burrow 2
3027,1010.0,211,328,A
3028,1010.0,946,180,Burrow 1
3029,1010.0,294,356,Burrow 2
3030,1011.0,212,328,A
3031,1011.0,946,180,Burrow 1
3032,1011.0,294,356,Burrow 2
3033,1012.0,212,328,A
3034,1012.0,946,180,Burrow 1
3035,1012.0,294,356,Burrow 2
3036,1013.0,212,327,A
3037,1013.0,946,180,Burrow 1
3038,1013.0,294,356,Burrow 2
3039,1014.0,212,327,A
3040,1014.0,946,180,Burrow 1
3041,1014.0,294,356,Burrow 2
3042,1015.0,212,326,A
3043,1015.0,946,180,Burrow 1
3044,1015.0,294,356,Burrow 2
3045,1016.0,212,326,A
3046,1016.0,946,180,Burrow 1
3047,1016.0,294,356,Burrow 2
3048,1017.0,213,325,A
3049,1017.0,946,180,Burrow 1
3050,1017.0,294,356,Burrow 2
3051,1018.0,213,324,A
3052,1018.0,946,180,Burrow 1
3053,1018.0,294,356,Burrow 2
3054,1019.0,213,322,A
3055,1019.0,946,180,Burrow 1
3056,1019.0,294,356,Burrow 2
3057,1020.0,214,321,A
3058,1020.0,946,180,Burrow 1
3059,1020.0,294,356,Burrow 2
3060,1021.0,214,320,A
3061,1021.0,946,180,Burrow 1
3062,1021.0,294,356,Burrow 2
3063,1022.0,214,319,A
3064,1022.0,946,180,Burrow 1
3065,1022.0,294,356,Burrow 2
3066,1023.0,215,318,A
3067,1023.0,946,180,Burrow 1
3068,1023.0,294,356,Burrow 2
3069,1024.0,215,317,A
3070,1024.0,946,180,Burrow 1
3071,1024.0,294,356,Burrow 2
3072,1025.0,215,317,A
3073,1025.0,946,180,Burrow 1
3074,1025.0,294,356,Burrow 2
3075,1026.0,216,317,A
3076,1026.0,946,180,Burrow 1
3077,1026.0,294,356,Burrow 2
3078,1027.0,216,316,A
3079,1027.0,946,180,Burrow 1
3080,1027.0,294,356,Burrow 2
3081,1028.0,216,317,A
3082,1028.0,946,180,Burrow 1
3083,1028.0,294,356,Burrow 2
3084,1029.0,216,317,A
3085,1029.0,946,180,Burrow 1
3086,1029.0,294,356,Burrow 2
3087,1030.0,216,317,A
3088,1030.0,946,180,Burrow 1
3089,1030.0,294,356,Burrow 2
3090,1031.0,216,317,A
3091,1031.0,946,180,Burrow 1
3092,1031.0,294,356,Burrow 2
3093,1032.0,216,317,A
3094,1032.0,946,180,Burrow 1
3095,1032.0,294,356,Burrow 2
3096,1033.0,216,317,A
3097,1033.0,946,180,Burrow 1
3098,1033.0,294,356,Burrow 2
3099,1034.0,216,317,A
3100,1034.0,946,180,Burrow 1
3101,1034.0,294,356,Burrow 2
3102,1035.0,215,318,A
3103,1035.0,946,180,Burrow 1
3104,1035.0,294,356,Burrow 2
3105,1036.0,214,320,A
3106,1036.0,946,180,Burrow 1
3107,1036.0,294,356,Burrow 2
3108,1037.0,213,322,A
3109,1037.0,946,180,Burrow 1
3110,1037.0,294,356,Burrow 2
3111,1038.0,213,322,A
3112,1038.0,946,180,Burrow 1
3113,1038.0,294,356,Burrow 2
3114,1039.0,213,323,A
3115,1039.0,946,180,Burrow 1
3116,1039.0,294,356,Burrow 2
3117,1040.0,213,323,A
3118,1040.0,946,180,Burrow 1
3119,1040.0,294,356,Burrow 2
3120,1041.0,212,324,A
3121,1041.0,946,180,Burrow 1
3122,1041.0,294,356,Burrow 2
3123,1042.0,212,324,A
3124,1042.0,946,180,Burrow 1
3125,1042.0,294,356,Burrow 2
3126,1043.0,212,324,A
3127,1043.0,946,180,Burrow 1
3128,1043.0,294,356,Burrow 2
3129,1044.0,212,324,A
3130,1044.0,946,180,Burrow 1
3131,1044.0,294,356,Burrow 2
3132,1045.0,212,324,A
3133,1045.0,946,180,Burrow 1
3134,1045.0,294,356,Burrow 2
3135,1046.0,212,324,A
3136,1046.0,946,180,Burrow 1
3137,1046.0,294,356,Burrow 2
3138,1047.0,212,323,A
3139,1047.0,946,180,Burrow 1
3140,1047.0,294,356,Burrow 2
3141,1048.0,213,323,A
3142,1048.0,946,180,Burrow 1
3143,1048.0,294,356,Burrow 2
3144,1049.0,213,323,A
3145,1049.0,946,180,Burrow 1
3146,1049.0,294,356,Burrow 2
3147,1050.0,213,323,A
3148,1050.0,946,180,Burrow 1
3149,1050.0,294,356,Burrow 2
3150,1051.0,213,322,A
3151,1051.0,946,180,Burrow 1
3152,1051.0,294,356,Burrow 2
3153,1052.0,214,321,A
3154,1052.0,946,180,Burrow 1
3155,1052.0,294,356,Burrow 2
3156,1053.0,214,321,A
3157,1053.0,946,180,Burrow 1
3158,1053.0,294,356,Burrow 2
3159,1054.0,214,320,A
3160,1054.0,946,180,Burrow 1
3161,1054.0,294,356,Burrow 2
3162,1055.0,215,320,A
3163,1055.0,946,180,Burrow 1
3164,1055.0,294,356,Burrow 2
3165,1056.0,215,319,A
3166,1056.0,946,180,Burrow 1
3167,1056.0,294,356,Burrow 2
3168,1057.0,215,319,A
3169,1057.0,946,180,Burrow 1
3170,1057.0,294,356,Burrow 2
3171,1058.0,216,318,A
3172,1058.0,946,180,Burrow 1
3173,1058.0,294,356,Burrow 2
3174,1059.0,216,318,A
3175,1059.0,946,180,Burrow 1
3176,1059.0,294,356,Burrow 2
3177,1060.0,216,318,A
3178,1060.0,946,180,Burrow 1
3179,1060.0,294,356,Burrow 2
3180,1061.0,216,318,A
3181,1061.0,946,180,Burrow 1
3182,1061.0,294,356,Burrow 2
3183,1062.0,216,318,A
3184,1062.0,946,180,Burrow 1
3185,1062.0,294,356,Burrow 2
3186,1063.0,216,318,A
3187,1063.0,946,180,Burrow 1
3188,1063.0,294,356,Burrow 2
3189,1064.0,216,318,A
3190,1064.0,946,180,Burrow 1
3191,1064.0,294,356,Burrow 2
3192,1065.0,216,318,A
3193,1065.0,946,180,Burrow 1
3194,1065.0,294,356,Burrow 2
3195,1066.0,216,317,A
3196,1066.0,946,180,Burrow 1
3197,1066.0,294,356,Burrow 2
3198,1067.0,216,318,A
3199,1067.0,946,180,Burrow 1
3200,1067.0,294,356,Burrow 2
3201,1068.0,216,318,A
3202,1068.0,946,180,Burrow 1
3203,1068.0,294,356,Burrow 2
3204,1069.0,216,317,A
3205,1069.0,946,180,Burrow 1
3206,1069.0,294,356,Burrow 2
3207,1070.0,217,316,A
3208,1070.0,946,180,Burrow 1
3209,1070.0,294,356,Burrow 2
3210,1071.0,217,315,A
3211,1071.0,946,180,Burrow 1
3212,1071.0,294,356,Burrow 2
3213,1072.0,217,315,A
3214,1072.0,946,180,Burrow 1
3215,1072.0,294,356,Burrow 2
3216,1073.0,217,316,A
3217,1073.0,946,180,Burrow 1
3218,1073.0,294,356,Burrow 2
3219,1074.0,217,315,A
3220,1074.0,946,180,Burrow 1
3221,1074.0,294,356,Burrow 2
3222,1075.0,217,316,A
3223,1075.0,946,180,Burrow 1
3224,1075.0,294,356,Burrow 2
3225,1076.0,217,315,A
3226,1076.0,946,180,Burrow 1
3227,1076.0,294,356,Burrow 2
3228,1077.0,217,315,A
3229,1077.0,946,180,Burrow 1
3230,1077.0,294,356,Burrow 2
3231,1078.0,217,316,A
3232,1078.0,946,180,Burrow 1
3233,1078.0,294,356,Burrow 2
3234,1079.0,217,315,A
3235,1079.0,946,180,Burrow 1
3236,1079.0,294,356,Burrow 2
3237,1080.0,216,316,A
3238,1080.0,946,180,Burrow 1
3239,1080.0,294,356,Burrow 2
3240,1081.0,217,315,A
3241,1081.0,946,180,Burrow 1
3242,1081.0,294,356,Burrow 2
3243,1082.0,217,315,A
3244,1082.0,946,180,Burrow 1
3245,1082.0,294,356,Burrow 2
3246,1083.0,217,314,A
3247,1083.0,946,180,Burrow 1
3248,1083.0,294,356,Burrow 2
3249,1084.0,217,315,A
3250,1084.0,946,180,Burrow 1
3251,1084.0,294,356,Burrow 2
3252,1085.0,217,315,A
3253,1085.0,946,180,Burrow 1
3254,1085.0,294,356,Burrow 2
3255,1086.0,217,315,A
3256,1086.0,946,180,Burrow 1
3257,1086.0,294,356,Burrow 2
3258,1087.0,217,316,A
3259,1087.0,946,180,Burrow 1
3260,1087.0,294,356,Burrow 2
3261,1088.0,217,316,A
3262,1088.0,946,180,Burrow 1
3263,1088.0,294,356,Burrow 2
3264,1089.0,217,316,A
3265,1089.0,946,180,Burrow 1
3266,1089.0,294,356,Burrow 2
3267,1090.0,217,315,A
3268,1090.0,946,180,Burrow 1
3269,1090.0,294,356,Burrow 2
3270,1091.0,217,315,A
3271,1091.0,946,180,Burrow 1
3272,1091.0,294,356,Burrow 2
3273,1092.0,217,314,A
3274,1092.0,946,180,Burrow 1
3275,1092.0,294,356,Burrow 2
3276,1093.0,218,313,A
3277,1093.0,946,180,Burrow 1
3278,1093.0,294,356,Burrow 2
3279,1094.0,218,312,A
3280,1094.0,946,180,Burrow 1
3281,1094.0,294,356,Burrow 2
3282,1095.0,218,312,A
3283,1095.0,946,180,Burrow 1
3284,1095.0,294,356,Burrow 2
3285,1096.0,218,313,A
3286,1096.0,946,180,Burrow 1
3287,1096.0,294,356,Burrow 2
3288,1097.0,218,312,A
3289,1097.0,946,180,Burrow 1
3290,1097.0,294,356,Burrow 2
3291,1098.0,218,312,A
3292,1098.0,946,180,Burrow 1
3293,1098.0,294,356,Burrow 2
3294,1099.0,219,311,A
3295,1099.0,946,180,Burrow 1
3296,1099.0,294,356,Burrow 2
3297,1100.0,219,310,A
3298,1100.0,946,180,Burrow 1
3299,1100.0,294,356,Burrow 2
3300,1101.0,220,309,A
3301,1101.0,946,180,Burrow 1
3302,1101.0,294,356,Burrow 2
3303,1102.0,220,309,A
3304,1102.0,946,180,Burrow 1
3305,1102.0,294,356,Burrow 2
3306,1103.0,220,308,A
3307,1103.0,946,180,Burrow 1
3308,1103.0,294,356,Burrow 2
3309,1104.0,221,307,A
3310,1104.0,946,180,Burrow 1
3311,1104.0,294,356,Burrow 2
3312,1105.0,220,307,A
3313,1105.0,946,180,Burrow 1
3314,1105.0,294,356,Burrow 2
3315,1106.0,220,307,A
3316,1106.0,946,180,Burrow 1
3317,1106.0,294,356,Burrow 2
3318,1107.0,220,307,A
3319,1107.0,946,180,Burrow 1
3320,1107.0,294,356,Burrow 2
3321,1108.0,220,308,A
3322,1108.0,946,180,Burrow 1
3323,1108.0,294,356,Burrow 2
3324,1109.0,220,308,A
3325,1109.0,946,180,Burrow 1
3326,1109.0,294,356,Burrow 2
3327,1110.0,220,307,A
3328,1110.0,946,180,Burrow 1
3329,1110.0,294,356,Burrow 2
3330,1111.0,220,307,A
3331,1111.0,946,180,Burrow 1
3332,1111.0,294,356,Burrow 2
3333,1112.0,221,307,A
3334,1112.0,946,180,Burrow 1
3335,1112.0,294,356,Burrow 2
3336,1113.0,221,306,A
3337,1113.0,946,180,Burrow 1
3338,1113.0,294,356,Burrow 2
3339,1114.0,221,306,A
3340,1114.0,946,180,Burrow 1
3341,1114.0,294,356,Burrow 2
3342,1115.0,221,306,A
3343,1115.0,946,180,Burrow 1
3344,1115.0,294,356,Burrow 2
3345,1116.0,222,305,A
3346,1116.0,946,180,Burrow 1
3347,1116.0,294,356,Burrow 2
3348,1117.0,222,305,A
3349,1117.0,946,180,Burrow 1
3350,1117.0,294,356,Burrow 2
3351,1118.0,222,305,A
3352,1118.0,946,180,Burrow 1
3353,1118.0,294,356,Burrow 2
3354,1119.0,222,305,A
3355,1119.0,946,180,Burrow 1
3356,1119.0,294,356,Burrow 2
3357,1120.0,222,305,A
3358,1120.0,946,180,Burrow 1
3359,1120.0,294,356,Burrow 2
3360,1121.0,222,305,A
3361,1121.0,946,180,Burrow 1
3362,1121.0,294,356,Burrow 2
3363,1122.0,222,305,A
3364,1122.0,946,180,Burrow 1
3365,1122.0,294,356,Burrow 2
3366,1123.0,222,306,A
3367,1123.0,946,180,Burrow 1
3368,1123.0,294,356,Burrow 2
3369,1124.0,222,305,A
3370,1124.0,946,180,Burrow 1
3371,1124.0,294,356,Burrow 2
3372,1125.0,222,305,A
3373,1125.0,946,180,Burrow 1
3374,1125.0,294,356,Burrow 2
3375,1126.0,221,306,A
3376,1126.0,946,180,Burrow 1
3377,1126.0,294,356,Burrow 2
3378,1127.0,222,305,A
3379,1127.0,946,180,Burrow 1
3380,1127.0,294,356,Burrow 2
3381,1128.0,221,306,A
3382,1128.0,946,180,Burrow 1
3383,1128.0,294,356,Burrow 2
3384,1129.0,221,305,A
3385,1129.0,946,180,Burrow 1
3386,1129.0,294,356,Burrow 2
3387,1130.0,221,306,A
3388,1130.0,946,180,Burrow 1
3389,1130.0,294,356,Burrow 2
3390,1131.0,221,306,A
3391,1131.0,946,180,Burrow 1
3392,1131.0,294,356,Burrow 2
3393,1132.0,221,306,A
3394,1132.0,946,180,Burrow 1
3395,1132.0,294,356,Burrow 2
3396,1133.0,221,306,A
3397,1133.0,946,180,Burrow 1
3398,1133.0,294,356,Burrow 2
3399,1134.0,221,306,A
3400,1134.0,946,180,Burrow 1
3401,1134.0,294,356,Burrow 2
3402,1135.0,221,306,A
3403,1135.0,946,180,Burrow 1
3404,1135.0,294,356,Burrow 2
3405,1136.0,221,306,A
3406,1136.0,946,180,Burrow 1
3407,1136.0,294,356,Burrow 2
3408,1137.0,221,306,A
3409,1137.0,946,180,Burrow 1
3410,1137.0,294,356,Burrow 2
3411,1138.0,221,306,A
3412,1138.0,946,180,Burrow 1
3413,1138.0,294,356,Burrow 2
3414,1139.0,222,306,A
3415,1139.0,946,180,Burrow 1
3416,1139.0,294,356,Burrow 2
3417,1140.0,221,306,A
3418,1140.0,946,180,Burrow 1
3419,1140.0,294,356,Burrow 2
3420,1141.0,221,306,A
3421,1141.0,946,180,Burrow 1
3422,1141.0,294,356,Burrow 2
3423,1142.0,222,305,A
3424,1142.0,946,180,Burrow 1
3425,1142.0,294,356,Burrow 2
3426,1143.0,222,306,A
3427,1143.0,946,180,Burrow 1
3428,1143.0,294,356,Burrow 2
3429,1144.0,222,306,A
3430,1144.0,946,180,Burrow 1
3431,1144.0,294,356,Burrow 2
3432,1145.0,222,306,A
3433,1145.0,946,180,Burrow 1
3434,1145.0,294,356,Burrow 2
3435,1146.0,222,305,A
3436,1146.0,946,180,Burrow 1
3437,1146.0,294,356,Burrow 2
3438,1147.0,222,304,A
3439,1147.0,946,180,Burrow 1
3440,1147.0,294,356,Burrow 2
3441,1148.0,223,304,A
3442,1148.0,946,180,Burrow 1
3443,1148.0,294,356,Burrow 2
3444,1149.0,223,303,A
3445,1149.0,946,180,Burrow 1
3446,1149.0,294,356,Burrow 2
3447,1150.0,223,302,A
3448,1150.0,946,180,Burrow 1
3449,1150.0,294,356,Burrow 2
3450,1151.0,224,302,A
3451,1151.0,946,180,Burrow 1
